case_id,language,difficulty,variant,raw_asr_text,reference_text,retrieved_candidates,applied_corrections,corrected_text,expected_terms,true_positive_terms,false_positive_terms,missed_terms,unsupported_changes,needs_review,api_used,fallback_used,llm_provider,llm_model,prompt_version,term_precision,term_recall,term_f1,text_error_before,text_error_after,metric_name,correction_error,notes
term_011,en,medium,fused_plus_llm_correction,each temporal anger keeps a timestamp,each temporal anchor keeps a timestamp,"[""temporal anchor""]","[""temporal anger -> temporal anchor""]",each temporal anchor keeps a timestamp,"[""temporal anchor""]","[""temporal anchor""]",[],[],[],False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.166667,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.
term_012,en,easy,no_retrieval,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,[],[],we use overlap aware correction for cross talk,"[""overlap-aware correction""]",[],[],"[""overlap-aware correction""]",[],False,False,False,,,,0.0,0.0,0.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_012,en,easy,exact_glossary,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,"[""overlap-aware correction""]",[],we use overlap aware correction for cross talk,"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_012,en,easy,fuzzy,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,"[""overlap-aware correction""]",[],we use overlap aware correction for cross talk,"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_012,en,easy,phonetic_like,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,"[""overlap-aware correction""]",[],we use overlap aware correction for cross talk,"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_012,en,easy,fused,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,"[""overlap-aware correction""]",[],we use overlap aware correction for cross talk,"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.
term_012,en,easy,fused_plus_rule_correction,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,"[""overlap-aware correction""]","[""overlap aware correction -> overlap-aware correction""]",we use overlap-aware correction for cross talk,"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],[],False,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.285714,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.
term_012,en,easy,fused_plus_llm_correction,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,"[""overlap-aware correction""]","[""overlap aware correction -> overlap-aware correction""]",We use overlap-aware correction for cross talk.,"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],[],False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.285714,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.
term_013,en,easy,no_retrieval,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,[],[],faster whisper runs the ASR model on CPU,"[""faster-whisper""]",[],[],"[""faster-whisper""]",[],False,False,False,,,,0.0,0.0,0.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_013,en,easy,exact_glossary,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,"[""faster-whisper"", ""Whisper""]",[],faster whisper runs the ASR model on CPU,"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_013,en,easy,fuzzy,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,"[""faster-whisper"", ""Whisper""]",[],faster whisper runs the ASR model on CPU,"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_013,en,easy,phonetic_like,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,"[""faster-whisper"", ""Whisper""]",[],faster whisper runs the ASR model on CPU,"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_013,en,easy,fused,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,"[""faster-whisper"", ""Whisper""]",[],faster whisper runs the ASR model on CPU,"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.
term_013,en,easy,fused_plus_rule_correction,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,"[""faster-whisper"", ""Whisper""]","[""faster whisper -> faster-whisper""]",faster-Whisper runs the ASR model on CPU,"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],[],False,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.285714,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.
term_013,en,easy,fused_plus_llm_correction,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,"[""faster-whisper"", ""Whisper""]","[""faster whisper -> faster-whisper""]",Faster-Whisper runs the ASR model on CPU.,"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],[],False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.285714,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.
term_014,en,easy,no_retrieval,the whisper model produces word timestamps,the Whisper model produces word timestamps,[],[],the whisper model produces word timestamps,"[""Whisper""]",[],[],"[""Whisper""]",[],False,False,False,,,,0.0,0.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_014,en,easy,exact_glossary,the whisper model produces word timestamps,the Whisper model produces word timestamps,"[""Whisper""]",[],the whisper model produces word timestamps,"[""Whisper""]","[""Whisper""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_014,en,easy,fuzzy,the whisper model produces word timestamps,the Whisper model produces word timestamps,"[""Whisper""]",[],the whisper model produces word timestamps,"[""Whisper""]","[""Whisper""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_014,en,easy,phonetic_like,the whisper model produces word timestamps,the Whisper model produces word timestamps,"[""Whisper""]",[],the whisper model produces word timestamps,"[""Whisper""]","[""Whisper""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_014,en,easy,fused,the whisper model produces word timestamps,the Whisper model produces word timestamps,"[""Whisper""]",[],the whisper model produces word timestamps,"[""Whisper""]","[""Whisper""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.
term_014,en,easy,fused_plus_rule_correction,the whisper model produces word timestamps,the Whisper model produces word timestamps,"[""Whisper""]","[""whisper -> Whisper""]",the Whisper model produces word timestamps,"[""Whisper""]","[""Whisper""]",[],[],[],False,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.
term_014,en,easy,fused_plus_llm_correction,the whisper model produces word timestamps,the Whisper model produces word timestamps,"[""Whisper""]","[""whisper -> Whisper""]",The Whisper model produces word timestamps.,"[""Whisper""]","[""Whisper""]",[],[],[],False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.
term_015,en,medium,no_retrieval,c translate two provides quantized inference,CTranslate2 provides quantized inference,[],[],c translate two provides quantized inference,"[""CTranslate2""]",[],[],"[""CTranslate2""]",[],False,False,False,,,,0.0,0.0,0.0,0.75,0.75,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_015,en,medium,exact_glossary,c translate two provides quantized inference,CTranslate2 provides quantized inference,"[""CTranslate2""]",[],c translate two provides quantized inference,"[""CTranslate2""]","[""CTranslate2""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.75,0.75,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_015,en,medium,fuzzy,c translate two provides quantized inference,CTranslate2 provides quantized inference,"[""CTranslate2""]",[],c translate two provides quantized inference,"[""CTranslate2""]","[""CTranslate2""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.75,0.75,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_015,en,medium,phonetic_like,c translate two provides quantized inference,CTranslate2 provides quantized inference,"[""CTranslate2""]",[],c translate two provides quantized inference,"[""CTranslate2""]","[""CTranslate2""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.75,0.75,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_015,en,medium,fused,c translate two provides quantized inference,CTranslate2 provides quantized inference,"[""CTranslate2""]",[],c translate two provides quantized inference,"[""CTranslate2""]","[""CTranslate2""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.75,0.75,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.
term_015,en,medium,fused_plus_rule_correction,c translate two provides quantized inference,CTranslate2 provides quantized inference,"[""CTranslate2""]","[""c translate two -> CTranslate2""]",CTranslate2 provides quantized inference,"[""CTranslate2""]","[""CTranslate2""]",[],[],[],False,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.75,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.
term_015,en,medium,fused_plus_llm_correction,c translate two provides quantized inference,CTranslate2 provides quantized inference,"[""CTranslate2""]","[""c translate two -> CTranslate2""]",CTranslate2 provides quantized inference,"[""CTranslate2""]","[""CTranslate2""]",[],[],[],False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.75,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.
term_016,en,medium,no_retrieval,q when is the optional correction model,Qwen is the optional correction model,[],[],q when is the optional correction model,"[""Qwen""]",[],[],"[""Qwen""]",[],False,False,False,,,,0.0,0.0,0.0,0.333333,0.333333,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_016,en,medium,exact_glossary,q when is the optional correction model,Qwen is the optional correction model,"[""Qwen""]",[],q when is the optional correction model,"[""Qwen""]","[""Qwen""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.333333,0.333333,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_016,en,medium,fuzzy,q when is the optional correction model,Qwen is the optional correction model,"[""Qwen""]",[],q when is the optional correction model,"[""Qwen""]","[""Qwen""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.333333,0.333333,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_016,en,medium,phonetic_like,q when is the optional correction model,Qwen is the optional correction model,"[""Qwen""]",[],q when is the optional correction model,"[""Qwen""]","[""Qwen""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.333333,0.333333,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_016,en,medium,fused,q when is the optional correction model,Qwen is the optional correction model,"[""Qwen""]",[],q when is the optional correction model,"[""Qwen""]","[""Qwen""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.333333,0.333333,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.
term_016,en,medium,fused_plus_rule_correction,q when is the optional correction model,Qwen is the optional correction model,"[""Qwen""]","[""q when -> Qwen""]",Qwen is the optional correction model,"[""Qwen""]","[""Qwen""]",[],[],[],False,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.333333,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.
term_016,en,medium,fused_plus_llm_correction,q when is the optional correction model,Qwen is the optional correction model,"[""Qwen""]","[""q when -> Qwen""]",Qwen is the optional correction model,"[""Qwen""]","[""Qwen""]",[],[],[],False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.333333,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.
term_017,en,hard,no_retrieval,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,[],[],the tag speech paper motivates temporal anchors,"[""TagSpeech"", ""temporal anchor""]",[],[],"[""TagSpeech"", ""temporal anchor""]",[],False,False,False,,,,0.0,0.0,0.0,0.333333,0.333333,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_017,en,hard,exact_glossary,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,"[""TagSpeech""]",[],the tag speech paper motivates temporal anchors,"[""TagSpeech"", ""temporal anchor""]","[""TagSpeech""]",[],"[""temporal anchor""]",[],False,False,False,,,,1.0,0.5,0.666667,0.333333,0.333333,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_017,en,hard,fuzzy,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,"[""TagSpeech"", ""temporal anchor""]",[],the tag speech paper motivates temporal anchors,"[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.333333,0.333333,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_017,en,hard,phonetic_like,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,"[""TagSpeech"", ""temporal anchor""]",[],the tag speech paper motivates temporal anchors,"[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.333333,0.333333,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_017,en,hard,fused,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,"[""TagSpeech"", ""temporal anchor""]",[],the tag speech paper motivates temporal anchors,"[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.333333,0.333333,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.
term_017,en,hard,fused_plus_rule_correction,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,"[""TagSpeech"", ""temporal anchor""]","[""tag speech -> TagSpeech""]",the TagSpeech paper motivates temporal anchors,"[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],[],False,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.333333,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.
term_017,en,hard,fused_plus_llm_correction,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,"[""TagSpeech"", ""temporal anchor""]","[""tag speech -> TagSpeech""]",The TagSpeech paper motivates temporal anchors.,"[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],[],False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.333333,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.
term_018,en,medium,no_retrieval,dm asr conditions correction on speaker and time,DM-ASR conditions correction on speaker and time,[],[],dm asr conditions correction on speaker and time,"[""DM-ASR""]",[],[],"[""DM-ASR""]",[],False,False,False,,,,0.0,0.0,0.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_018,en,medium,exact_glossary,dm asr conditions correction on speaker and time,DM-ASR conditions correction on speaker and time,"[""DM-ASR""]",[],dm asr conditions correction on speaker and time,"[""DM-ASR""]","[""DM-ASR""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_018,en,medium,fuzzy,dm asr conditions correction on speaker and time,DM-ASR conditions correction on speaker and time,"[""DM-ASR""]",[],dm asr conditions correction on speaker and time,"[""DM-ASR""]","[""DM-ASR""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_018,en,medium,phonetic_like,dm asr conditions correction on speaker and time,DM-ASR conditions correction on speaker and time,"[""DM-ASR""]",[],dm asr conditions correction on speaker and time,"[""DM-ASR""]","[""DM-ASR""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_018,en,medium,fused,dm asr conditions correction on speaker and time,DM-ASR conditions correction on speaker and time,"[""DM-ASR""]",[],dm asr conditions correction on speaker and time,"[""DM-ASR""]","[""DM-ASR""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.285714,0.285714,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.
term_018,en,medium,fused_plus_rule_correction,dm asr conditions correction on speaker and time,DM-ASR conditions correction on speaker and time,"[""DM-ASR""]","[""dm asr -> DM-ASR""]",DM-ASR conditions correction on speaker and time,"[""DM-ASR""]","[""DM-ASR""]",[],[],[],False,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.285714,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.
term_018,en,medium,fused_plus_llm_correction,dm asr conditions correction on speaker and time,DM-ASR conditions correction on speaker and time,"[""DM-ASR""]","[""dm asr -> DM-ASR""]",DM-ASR conditions correction on speaker and time,"[""DM-ASR""]","[""DM-ASR""]",[],[],[],False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.285714,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.
term_019,en,negative_control,no_retrieval,put the router on the rack near the wall,put the router on the rack near the wall,[],[],put the router on the rack near the wall,[],[],[],[],[],False,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_019,en,negative_control,exact_glossary,put the router on the rack near the wall,put the router on the rack near the wall,"[""RAG""]",[],put the router on the rack near the wall,[],[],"[""RAG""]",[],[],False,False,False,,,,0.0,1.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_019,en,negative_control,fuzzy,put the router on the rack near the wall,put the router on the rack near the wall,"[""RAG""]",[],put the router on the rack near the wall,[],[],"[""RAG""]",[],[],False,False,False,,,,0.0,1.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_019,en,negative_control,phonetic_like,put the router on the rack near the wall,put the router on the rack near the wall,"[""RAG""]",[],put the router on the rack near the wall,[],[],"[""RAG""]",[],[],False,False,False,,,,0.0,1.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_019,en,negative_control,fused,put the router on the rack near the wall,put the router on the rack near the wall,[],[],put the router on the rack near the wall,[],[],[],[],[],True,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused. Ambiguous candidates were withheld by context safety and require review.
term_019,en,negative_control,fused_plus_rule_correction,put the router on the rack near the wall,put the router on the rack near the wall,[],[],put the router on the rack near the wall,[],[],[],[],[],True,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction. Ambiguous candidates were withheld by context safety and require review.
term_019,en,negative_control,fused_plus_llm_correction,put the router on the rack near the wall,put the router on the rack near the wall,[],[],Put the router on the rack near the wall.,[],[],[],[],[],True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Ambiguous candidates were withheld by context safety and require review. Strict real LLM mode; no silent rule fallback.
term_020,en,negative_control,no_retrieval,where should we place the microphone,where should we place the microphone,[],[],where should we place the microphone,[],[],[],[],[],False,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_020,en,negative_control,exact_glossary,where should we place the microphone,where should we place the microphone,"[""WER""]",[],where should we place the microphone,[],[],"[""WER""]",[],[],False,False,False,,,,0.0,1.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_020,en,negative_control,fuzzy,where should we place the microphone,where should we place the microphone,"[""WER""]",[],where should we place the microphone,[],[],"[""WER""]",[],[],False,False,False,,,,0.0,1.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_020,en,negative_control,phonetic_like,where should we place the microphone,where should we place the microphone,"[""WER""]",[],where should we place the microphone,[],[],"[""WER""]",[],[],False,False,False,,,,0.0,1.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_020,en,negative_control,fused,where should we place the microphone,where should we place the microphone,[],[],where should we place the microphone,[],[],[],[],[],True,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused. Ambiguous candidates were withheld by context safety and require review.
term_020,en,negative_control,fused_plus_rule_correction,where should we place the microphone,where should we place the microphone,[],[],where should we place the microphone,[],[],[],[],[],True,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction. Ambiguous candidates were withheld by context safety and require review.
term_020,en,negative_control,fused_plus_llm_correction,where should we place the microphone,where should we place the microphone,[],[],Where should we place the microphone?,[],[],[],[],[],True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Ambiguous candidates were withheld by context safety and require review. Strict real LLM mode; no silent rule fallback.
term_021,en,negative_control,no_retrieval,dear team please read the meeting notes,dear team please read the meeting notes,[],[],dear team please read the meeting notes,[],[],[],[],[],False,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_021,en,negative_control,exact_glossary,dear team please read the meeting notes,dear team please read the meeting notes,"[""DER""]",[],dear team please read the meeting notes,[],[],"[""DER""]",[],[],False,False,False,,,,0.0,1.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_021,en,negative_control,fuzzy,dear team please read the meeting notes,dear team please read the meeting notes,"[""DER""]",[],dear team please read the meeting notes,[],[],"[""DER""]",[],[],False,False,False,,,,0.0,1.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_021,en,negative_control,phonetic_like,dear team please read the meeting notes,dear team please read the meeting notes,[],[],dear team please read the meeting notes,[],[],[],[],[],False,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_021,en,negative_control,fused,dear team please read the meeting notes,dear team please read the meeting notes,[],[],dear team please read the meeting notes,[],[],[],[],[],True,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused. Ambiguous candidates were withheld by context safety and require review.
term_021,en,negative_control,fused_plus_rule_correction,dear team please read the meeting notes,dear team please read the meeting notes,[],[],dear team please read the meeting notes,[],[],[],[],[],True,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction. Ambiguous candidates were withheld by context safety and require review.
term_021,en,negative_control,fused_plus_llm_correction,dear team please read the meeting notes,dear team please read the meeting notes,[],[],"Dear team, please read the meeting notes.",[],[],[],[],[],True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Ambiguous candidates were withheld by context safety and require review. Strict real LLM mode; no silent rule fallback.
term_022,en,negative_control,no_retrieval,write tag speech in the html field,write tag speech in the html field,[],[],write tag speech in the html field,[],[],[],[],[],False,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_022,en,negative_control,exact_glossary,write tag speech in the html field,write tag speech in the html field,"[""TagSpeech""]",[],write tag speech in the html field,[],[],"[""TagSpeech""]",[],[],False,False,False,,,,0.0,1.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_022,en,negative_control,fuzzy,write tag speech in the html field,write tag speech in the html field,"[""TagSpeech""]",[],write tag speech in the html field,[],[],"[""TagSpeech""]",[],[],False,False,False,,,,0.0,1.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_022,en,negative_control,phonetic_like,write tag speech in the html field,write tag speech in the html field,"[""TagSpeech""]",[],write tag speech in the html field,[],[],"[""TagSpeech""]",[],[],False,False,False,,,,0.0,1.0,0.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_022,en,negative_control,fused,write tag speech in the html field,write tag speech in the html field,[],[],write tag speech in the html field,[],[],[],[],[],True,False,False,,,,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused. Ambiguous candidates were withheld by context safety and require review.
term_022,en,negative_control,fused_plus_rule_correction,write tag speech in the html field,write tag speech in the html field,[],[],write tag speech in the html field,[],[],[],[],[],True,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction. Ambiguous candidates were withheld by context safety and require review.
