proposal_id,source,category,language,method,gold_label,label_source,predicted_label,correct,unsafe_apply,false_block,applied,error_before,error_after,error_delta,support_score,risk_score,explanation,provider,model,api_used
term::term_006::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,Baseline blocks every proposal.,,,False
term::term_006::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.4,0.0,0.4,,,Baseline blocks every proposal.,,,False
term::term_006::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.4,0.0,0.4,,,Baseline blocks every proposal.,,,False
term::term_007::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_007::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_007::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_007::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_007::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_007::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.166667,0.0,0.166667,,,Baseline blocks every proposal.,,,False
term::term_007::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.166667,0.0,0.166667,,,Baseline blocks every proposal.,,,False
term::term_008::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_008::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_008::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_008::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_008::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_008::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_008::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_009::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.142857,0.142857,0.0,,,Baseline blocks every proposal.,,,False
term::term_009::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.142857,0.142857,0.0,,,Baseline blocks every proposal.,,,False
term::term_009::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.142857,0.142857,0.0,,,Baseline blocks every proposal.,,,False
term::term_009::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.142857,0.142857,0.0,,,Baseline blocks every proposal.,,,False
term::term_009::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.142857,0.142857,0.0,,,Baseline blocks every proposal.,,,False
term::term_009::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.142857,0.0,0.142857,,,Baseline blocks every proposal.,,,False
term::term_009::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.142857,0.0,0.142857,,,Baseline blocks every proposal.,,,False
term::term_010::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,Baseline blocks every proposal.,,,False
term::term_010::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,Baseline blocks every proposal.,,,False
term::term_010::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,Baseline blocks every proposal.,,,False
term::term_010::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,Baseline blocks every proposal.,,,False
term::term_010::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,Baseline blocks every proposal.,,,False
term::term_010::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.4,0.0,0.4,,,Baseline blocks every proposal.,,,False
term::term_010::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,Baseline blocks every proposal.,,,False
term::term_011::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_011::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_011::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_011::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_011::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_011::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.166667,0.0,0.166667,,,Baseline blocks every proposal.,,,False
term::term_011::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.166667,0.0,0.166667,,,Baseline blocks every proposal.,,,False
term::term_012::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_012::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_012::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_012::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_012::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_012::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.285714,0.0,0.285714,,,Baseline blocks every proposal.,,,False
term::term_012::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.285714,0.0,0.285714,,,Baseline blocks every proposal.,,,False
term::term_013::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_013::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_013::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_013::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_013::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_013::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.285714,0.0,0.285714,,,Baseline blocks every proposal.,,,False
term::term_013::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.285714,0.0,0.285714,,,Baseline blocks every proposal.,,,False
term::term_014::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_014::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_014::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_014::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_014::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_014::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_014::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_015::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.75,0.75,0.0,,,Baseline blocks every proposal.,,,False
term::term_015::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.75,0.75,0.0,,,Baseline blocks every proposal.,,,False
term::term_015::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.75,0.75,0.0,,,Baseline blocks every proposal.,,,False
term::term_015::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.75,0.75,0.0,,,Baseline blocks every proposal.,,,False
term::term_015::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.75,0.75,0.0,,,Baseline blocks every proposal.,,,False
term::term_015::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.75,0.0,0.75,,,Baseline blocks every proposal.,,,False
term::term_015::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.75,0.0,0.75,,,Baseline blocks every proposal.,,,False
term::term_016::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,Baseline blocks every proposal.,,,False
term::term_016::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,Baseline blocks every proposal.,,,False
term::term_016::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,Baseline blocks every proposal.,,,False
term::term_016::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,Baseline blocks every proposal.,,,False
term::term_016::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,Baseline blocks every proposal.,,,False
term::term_016::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.333333,0.0,0.333333,,,Baseline blocks every proposal.,,,False
term::term_016::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.333333,0.0,0.333333,,,Baseline blocks every proposal.,,,False
term::term_017::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,Baseline blocks every proposal.,,,False
term::term_017::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,Baseline blocks every proposal.,,,False
term::term_017::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,Baseline blocks every proposal.,,,False
term::term_017::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,Baseline blocks every proposal.,,,False
term::term_017::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,Baseline blocks every proposal.,,,False
term::term_017::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.333333,0.0,0.333333,,,Baseline blocks every proposal.,,,False
term::term_017::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.333333,0.0,0.333333,,,Baseline blocks every proposal.,,,False
term::term_018::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_018::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_018::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_018::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_018::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,Baseline blocks every proposal.,,,False
term::term_018::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.285714,0.0,0.285714,,,Baseline blocks every proposal.,,,False
term::term_018::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.285714,0.0,0.285714,,,Baseline blocks every proposal.,,,False
term::term_019::no_retrieval,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_019::exact_glossary,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_019::fuzzy,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_019::phonetic_like,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_019::fused,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_019::fused_plus_rule_correction,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_019::fused_plus_llm_correction,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_020::no_retrieval,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_020::exact_glossary,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_020::fuzzy,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_020::phonetic_like,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_020::fused,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_020::fused_plus_rule_correction,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_020::fused_plus_llm_correction,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_021::no_retrieval,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_021::exact_glossary,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_021::fuzzy,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_021::phonetic_like,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_021::fused,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_021::fused_plus_rule_correction,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_021::fused_plus_llm_correction,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_022::no_retrieval,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_022::exact_glossary,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_022::fuzzy,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_022::phonetic_like,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_022::fused,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_022::fused_plus_rule_correction,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_022::fused_plus_llm_correction,term_rescue_controlled,ordinary_word_negative_control,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,,,Baseline blocks every proposal.,,,False
term::term_023::no_retrieval,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,,,Baseline blocks every proposal.,,,False
term::term_023::exact_glossary,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,,,Baseline blocks every proposal.,,,False
term::term_023::fuzzy,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,,,Baseline blocks every proposal.,,,False
term::term_023::phonetic_like,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,,,Baseline blocks every proposal.,,,False
term::term_023::fused,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,,,Baseline blocks every proposal.,,,False
term::term_023::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.714286,0.0,0.714286,,,Baseline blocks every proposal.,,,False
term::term_023::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,,,Baseline blocks every proposal.,,,False
term::term_024::no_retrieval,term_rescue_controlled,technical_term_recovery,fr,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,,,Baseline blocks every proposal.,,,False
term::term_024::exact_glossary,term_rescue_controlled,technical_term_recovery,fr,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,,,Baseline blocks every proposal.,,,False
term::term_024::fuzzy,term_rescue_controlled,technical_term_recovery,fr,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,,,Baseline blocks every proposal.,,,False
term::term_024::phonetic_like,term_rescue_controlled,technical_term_recovery,fr,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,,,Baseline blocks every proposal.,,,False
term::term_024::fused,term_rescue_controlled,technical_term_recovery,fr,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,,,Baseline blocks every proposal.,,,False
term::term_024::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,fr,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.666667,0.0,0.666667,,,Baseline blocks every proposal.,,,False
term::term_024::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,fr,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.666667,0.0,0.666667,,,Baseline blocks every proposal.,,,False
term::term_025::no_retrieval,term_rescue_controlled,technical_term_recovery,zh-CN,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_025::exact_glossary,term_rescue_controlled,technical_term_recovery,zh-CN,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_025::fuzzy,term_rescue_controlled,technical_term_recovery,zh-CN,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_025::phonetic_like,term_rescue_controlled,technical_term_recovery,zh-CN,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_025::fused,term_rescue_controlled,technical_term_recovery,zh-CN,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
term::term_025::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,zh-CN,never_apply,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.166667,0.0,0.166667,,,Baseline blocks every proposal.,,,False
term::term_025::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,zh-CN,never_apply,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,,,Baseline blocks every proposal.,,,False
