example_id,source_experiment,case_id,variant,raw_text,corrected_text,reference_text,expected_label,language,template_group,is_augmented,retrieved_candidates,applied_corrections,overlap,uncertainty_level,api_used,notes,retrieval_candidate_count,applied_correction_count,expected_term_count,true_positive_term_count,false_positive_term_count,missed_term_count,term_precision,term_recall,term_f1,text_error_before,text_error_after,error_delta,num_changed_tokens,changed_token_ratio,edit_distance_ratio,overlap_flag,heavy_overlap_flag,uncertainty_score,needs_review_input_flag,correction_rejected_input_flag,unsupported_change_count,forbidden_change_count,invented_content_flag,speaker_attribution_changed_flag,api_used_flag,llm_variant_flag,rule_variant_flag,negative_control_flag,context_risk_score,language_en_flag,language_fr_flag,language_zh_flag,language_other_flag,source_term_rescue_flag,source_overlap_safety_flag,source_independent_flag
heldout__generic_tag_speech__reject,independent_manual,generic_tag_speech,heldout_llm_proposal,tag speech as unclear in the notes,TagSpeech is unclear in the notes,tag speech as unclear in the notes,reject,en,independent:generic_tag_speech,False,"[""TagSpeech""]","[""proposal_2""]",False,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.42857142857142855,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.34126050420168064,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__generic_tag_speech__needs_review,independent_manual,generic_tag_speech,heldout_llm_proposal,tag speech as unclear in the notes,tag speech is unclear,tag speech as unclear in the notes,needs_review,en,independent:generic_tag_speech,False,"[""TagSpeech""]","[""proposal_3""]",False,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5714285714285714,0.4117647058823529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.40226890756302525,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__anger_phrase__accept,independent_manual,anger_phrase,heldout_rule_proposal,his temporal anger changed the discussion,his temporal anger changed the discussion,his temporal anger changed the discussion,accept,en,independent:anger_phrase,False,"[""temporal anchor""]",[],False,medium,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__anger_phrase__reject,independent_manual,anger_phrase,heldout_llm_proposal,his temporal anger changed the discussion,his temporal anchor changed the discussion,his temporal anger changed the discussion,reject,en,independent:anger_phrase,False,"[""temporal anchor""]","[""proposal_2""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.07142857142857142,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.18857142857142856,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__anger_phrase__needs_review,independent_manual,anger_phrase,heldout_llm_proposal,his temporal anger changed the discussion,his temporal anger changed,his temporal anger changed the discussion,needs_review,en,independent:anger_phrase,False,"[""temporal anchor""]","[""proposal_3""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.36585365853658536,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25390243902439025,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__german_der__accept,independent_manual,german_der,heldout_rule_proposal,der bericht beginnt um neun,der bericht beginnt um neun,der bericht beginnt um neun,accept,de,independent:german_der,False,"[""DER""]",[],False,medium,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,1.0
heldout__german_der__reject,independent_manual,german_der,heldout_llm_proposal,der bericht beginnt um neun,DER bericht beginnt um neun,der bericht beginnt um neun,reject,de,independent:german_der,False,"[""DER""]","[""proposal_2""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0
heldout__german_der__needs_review,independent_manual,german_der,heldout_llm_proposal,der bericht beginnt um neun,der bericht beginnt,der bericht beginnt um neun,needs_review,de,independent:german_der,False,"[""DER""]","[""proposal_3""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.2962962962962963,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25755555555555554,0.0,0.0,0.0,1.0,0.0,0.0,1.0
heldout__mild_overlap_terms__accept,independent_manual,mild_overlap_terms,heldout_rule_proposal,speaker one says piano note speaker two says rack glossary,speaker one says pyannote speaker two says RAG glossary,speaker one says pyannote speaker two says RAG glossary,accept,en,independent:mild_overlap_terms,False,"[""pyannote"", ""RAG""]","[""proposal_1""]",True,medium,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.1206896551724138,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3984827586206896,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__mild_overlap_terms__reject,independent_manual,mild_overlap_terms,heldout_llm_proposal,speaker one says piano note speaker two says rack glossary,speaker one recommends pyannote and speaker two approves RAG,speaker one says pyannote speaker two says RAG glossary,reject,en,independent:mild_overlap_terms,False,"[""pyannote"", ""RAG""]","[""proposal_2""]",True,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6,0.5166666666666667,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.49999999999999994,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__mild_overlap_terms__needs_review,independent_manual,mild_overlap_terms,heldout_llm_proposal,speaker one says piano note speaker two says rack glossary,speaker one says pyannote speaker two says rack,speaker one says pyannote speaker two says RAG glossary,needs_review,en,independent:mild_overlap_terms,False,"[""pyannote"", ""RAG""]","[""proposal_3""]",True,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.20689655172413793,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.4088275862068965,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__heavy_overlap_partial__accept,independent_manual,heavy_overlap_partial,heldout_rule_proposal,we use speaker rack then maybe,we use speaker rack then maybe,we use speaker rack then maybe,accept,en,independent:heavy_overlap_partial,False,"[""RAG"", ""speaker diarization""]",[],True,high,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__heavy_overlap_partial__reject,independent_manual,heavy_overlap_partial,heldout_llm_proposal,we use speaker rack then maybe,we use speaker diarization and RAG to complete the meeting report,we use speaker rack then maybe,reject,en,independent:heavy_overlap_partial,False,"[""RAG"", ""speaker diarization""]","[""proposal_2""]",True,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.7272727272727273,0.6307692307692307,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9066013986013985,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__heavy_overlap_partial__needs_review,independent_manual,heavy_overlap_partial,heldout_llm_proposal,we use speaker rack then maybe,we use speaker RAG then maybe,we use speaker rack then maybe,needs_review,en,independent:heavy_overlap_partial,False,"[""RAG"", ""speaker diarization""]","[""proposal_3""]",True,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.13333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.746,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__speaker_ownership__accept,independent_manual,speaker_ownership,heldout_rule_proposal,speaker zero budget speaker one monday,speaker zero budget speaker one monday,speaker zero budget speaker one monday,accept,en,independent:speaker_ownership,False,[],[],True,high,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__speaker_ownership__reject,independent_manual,speaker_ownership,heldout_llm_proposal,speaker zero budget speaker one monday,speaker zero approved the budget and speaker one chose Monday,speaker zero budget speaker one monday,reject,en,independent:speaker_ownership,False,[],"[""proposal_2""]",True,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,0.39344262295081966,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8192131147540983,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__speaker_ownership__needs_review,independent_manual,speaker_ownership,heldout_llm_proposal,speaker zero budget speaker one monday,speaker zero budget; speaker one Monday,speaker zero budget speaker one monday,needs_review,en,independent:speaker_ownership,False,[],"[""proposal_3""]",True,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7061538461538461,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__cross_talk_rack__accept,independent_manual,cross_talk_rack,heldout_rule_proposal,move the rack no the rag notes,"move the rack; no, the RAG notes","move the rack; no, the RAG notes",accept,en,independent:cross_talk_rack,False,"[""RAG""]","[""proposal_1""]",True,high,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.71875,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__cross_talk_rack__reject,independent_manual,cross_talk_rack,heldout_llm_proposal,move the rack no the rag notes,move the RAG notes to the shared drive,"move the rack; no, the RAG notes",reject,en,independent:cross_talk_rack,False,"[""RAG""]","[""proposal_2""]",True,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.875,0.5263157894736842,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.920657894736842,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__cross_talk_rack__needs_review,independent_manual,cross_talk_rack,heldout_llm_proposal,move the rack no the rag notes,move the rack; the RAG notes,"move the rack; no, the RAG notes",needs_review,en,independent:cross_talk_rack,False,"[""RAG""]","[""proposal_3""]",True,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7497142857142857,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__partial_action__accept,independent_manual,partial_action,heldout_rule_proposal,alice will then bob says by friday,alice will then bob says by Friday,alice will then bob says by Friday,accept,en,independent:partial_action,False,[],"[""proposal_1""]",True,high,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7035294117647058,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__partial_action__reject,independent_manual,partial_action,heldout_llm_proposal,alice will then bob says by friday,Alice will finish the report and Bob will approve it by Friday,alice will then bob says by Friday,reject,en,independent:partial_action,False,[],"[""proposal_2""]",True,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5833333333333334,0.5483870967741935,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8708064516129032,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__partial_action__needs_review,independent_manual,partial_action,heldout_llm_proposal,alice will then bob says by friday,Alice will; Bob says by Friday,alice will then bob says by Friday,needs_review,en,independent:partial_action,False,[],"[""proposal_3""]",True,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.23529411764705882,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7539495798319327,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__french_rag__accept,independent_manual,french_rag,heldout_rule_proposal,le systeme rack retrouve le terme,le système RAG retrouve le terme,le système RAG retrouve le terme,accept,fr,independent:french_rag,False,"[""RAG""]","[""proposal_1""]",False,medium,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.42857142857142855,0.15151515151515152,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24532467532467533,0.0,1.0,0.0,0.0,0.0,0.0,1.0
heldout__french_rag__reject,independent_manual,french_rag,heldout_llm_proposal,le systeme rack retrouve le terme,le système RAG retrouve toujours la réponse correcte,le système RAG retrouve le terme,reject,fr,independent:french_rag,False,"[""RAG""]","[""proposal_2""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,0.5384615384615384,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3586153846153846,0.0,1.0,0.0,0.0,0.0,0.0,1.0
heldout__french_rag__needs_review,independent_manual,french_rag,heldout_llm_proposal,le systeme rack retrouve le terme,le système RAG retrouve,le système RAG retrouve le terme,needs_review,fr,independent:french_rag,False,"[""RAG""]","[""proposal_3""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8333333333333334,0.42424242424242425,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3509090909090909,0.0,1.0,0.0,0.0,0.0,0.0,1.0
heldout__chinese_diarization__accept,independent_manual,chinese_diarization,heldout_rule_proposal,我们测试说话人日记站,我们测试说话人分离,我们测试说话人分离,accept,zh-CN,independent:chinese_diarization,False,"[""说话人分离"", ""diarization""]","[""proposal_1""]",False,medium,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24,0.0,0.0,1.0,0.0,0.0,0.0,1.0
heldout__chinese_diarization__reject,independent_manual,chinese_diarization,heldout_llm_proposal,我们测试说话人日记站,我们测试说话人分离并准确识别了所有人,我们测试说话人分离,reject,zh-CN,independent:chinese_diarization,False,"[""说话人分离"", ""diarization""]","[""proposal_2""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.6111111111111112,0.6111111111111112,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,1.0
heldout__chinese_diarization__needs_review,independent_manual,chinese_diarization,heldout_llm_proposal,我们测试说话人日记站,我们测试说话人分离过程,我们测试说话人分离,needs_review,zh-CN,independent:chinese_diarization,False,"[""说话人分离"", ""diarization""]","[""proposal_3""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.36363636363636365,0.36363636363636365,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2590909090909091,0.0,0.0,1.0,0.0,0.0,0.0,1.0
heldout__french_physical_rack__accept,independent_manual,french_physical_rack,heldout_rule_proposal,pose le micro sur le rack,pose le micro sur le rack,pose le micro sur le rack,accept,fr,independent:french_physical_rack,False,"[""RAG""]",[],False,medium,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,1.0
heldout__french_physical_rack__reject,independent_manual,french_physical_rack,heldout_llm_proposal,pose le micro sur le rack,pose le micro sur le RAG,pose le micro sur le rack,reject,fr,independent:french_physical_rack,False,"[""RAG""]","[""proposal_2""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.16,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1992,0.0,1.0,0.0,0.0,0.0,0.0,1.0
heldout__french_physical_rack__needs_review,independent_manual,french_physical_rack,heldout_llm_proposal,pose le micro sur le rack,pose le micro sur,pose le micro sur le rack,needs_review,fr,independent:french_physical_rack,False,"[""RAG""]","[""proposal_3""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.32,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.24839999999999998,0.0,1.0,0.0,0.0,0.0,0.0,1.0
heldout__chinese_where__accept,independent_manual,chinese_where,heldout_rule_proposal,麦克风在哪里,麦克风在哪里,麦克风在哪里,accept,zh-CN,independent:chinese_where,False,"[""WER""]",[],False,medium,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0
heldout__chinese_where__reject,independent_manual,chinese_where,heldout_llm_proposal,麦克风在哪里,麦克风在 WER,麦克风在哪里,reject,zh-CN,independent:chinese_where,False,"[""WER""]","[""proposal_2""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.27,0.0,0.0,1.0,0.0,0.0,0.0,1.0
heldout__chinese_where__needs_review,independent_manual,chinese_where,heldout_llm_proposal,麦克风在哪里,麦克风在哪里呢,麦克风在哪里,needs_review,zh-CN,independent:chinese_where,False,"[""WER""]","[""proposal_3""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.19285714285714284,0.0,0.0,1.0,0.0,0.0,0.0,1.0
heldout__performance_claim__accept,independent_manual,performance_claim,heldout_rule_proposal,base was better on these samples,base was better on these samples,base was better on these samples,accept,en,independent:performance_claim,False,[],[],False,low,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__performance_claim__reject,independent_manual,performance_claim,heldout_llm_proposal,base was better on these samples,base is the best model for every meeting,base was better on these samples,reject,en,independent:performance_claim,False,[],"[""proposal_2""]",False,low,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.875,0.625,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.295,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__performance_claim__needs_review,independent_manual,performance_claim,heldout_llm_proposal,base was better on these samples,base was better on the samples we checked,base was better on these samples,needs_review,en,independent:performance_claim,False,[],"[""proposal_3""]",False,low,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.375,0.3170731707317073,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1680487804878049,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__invented_action_item__accept,independent_manual,invented_action_item,heldout_rule_proposal,we should discuss the dataset,we should discuss the dataset,we should discuss the dataset,accept,en,independent:invented_action_item,False,[],[],False,medium,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__invented_action_item__reject,independent_manual,invented_action_item,heldout_llm_proposal,we should discuss the dataset,Maya will download the dataset before Tuesday,we should discuss the dataset,reject,en,independent:invented_action_item,False,[],"[""proposal_2""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.7142857142857143,0.6666666666666666,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.35857142857142854,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__invented_action_item__needs_review,independent_manual,invented_action_item,heldout_llm_proposal,we should discuss the dataset,we should discuss the dataset next,we should discuss the dataset,needs_review,en,independent:invented_action_item,False,[],"[""proposal_3""]",False,medium,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.14705882352941177,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1976470588235294,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__speaker_reassignment__accept,independent_manual,speaker_reassignment,heldout_rule_proposal,speaker one maybe deploy speaker two no,speaker one maybe deploy; speaker two: no,speaker one maybe deploy speaker two no,accept,en,independent:speaker_reassignment,False,[],"[""proposal_1""]",True,high,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7058536585365853,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__speaker_reassignment__reject,independent_manual,speaker_reassignment,heldout_llm_proposal,speaker one maybe deploy speaker two no,speaker one agreed to deploy and speaker two approved,speaker one maybe deploy speaker two no,reject,en,independent:speaker_reassignment,False,[],"[""proposal_2""]",True,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4444444444444444,0.3584905660377358,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8230188679245282,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__speaker_reassignment__needs_review,independent_manual,speaker_reassignment,heldout_llm_proposal,speaker one maybe deploy speaker two no,speaker one maybe deploy; speaker two no,speaker one maybe deploy speaker two no,needs_review,en,independent:speaker_reassignment,False,[],"[""proposal_3""]",True,high,True,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.703,1.0,0.0,0.0,0.0,0.0,0.0,1.0
heldout__punctuation_only__accept,independent_manual,punctuation_only,heldout_rule_proposal,today we review the baseline,"Today, we review the baseline.","Today, we review the baseline.",accept,en,independent:punctuation_only,False,[],"[""proposal_1""]",False,low,False,Manually authored independent proposal. Final audit outcome fields intentionally omitted.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0745,1.0,0.0,0.0,0.0,0.0,0.0,1.0
