example_id,source_experiment,case_id,variant,raw_text,corrected_text,reference_text,expected_label,label_reason,label_ambiguous,safety_pass,needs_review,correction_rejected,unsupported_change_count,forbidden_change_count,invented_content,speaker_attribution_changed,overlap,uncertainty_level,language,notes,template_group,is_augmented,retrieved_candidates,applied_corrections,expected_terms,true_positive_terms,false_positive_terms,missed_terms,api_used,retrieval_candidate_count,applied_correction_count,expected_term_count,true_positive_term_count,false_positive_term_count,missed_term_count,term_precision,term_recall,term_f1,text_error_before,text_error_after,error_delta,num_changed_tokens,changed_token_ratio,edit_distance_ratio,overlap_flag,heavy_overlap_flag,uncertainty_score,needs_review_input_flag,correction_rejected_input_flag,unsupported_change_count.1,forbidden_change_count.1,invented_content_flag,speaker_attribution_changed_flag,api_used_flag,llm_variant_flag,rule_variant_flag,negative_control_flag,context_risk_score,language_en_flag,language_fr_flag,language_zh_flag,language_other_flag,source_term_rescue_flag,source_overlap_safety_flag,source_independent_flag,augmentation_type
term_rescue__term_010__fused_plus_rule_correction__0069,term_rescue,term_010,fused_plus_rule_correction,the ear measures speaker assignment mistakes,DER measures speaker assignment mistakes,DER measures speaker assignment mistakes,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_010,False,"[""DER""]","[""the ear -> DER""]","[""DER""]","[""DER""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4,0.0,0.4,2.0,0.3333333333333333,0.1590909090909091,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1415909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_010__fused_plus_llm_correction__0070,term_rescue,term_010,fused_plus_llm_correction,the ear measures speaker assignment mistakes,the ear measures speaker assignment mistakes,DER measures speaker assignment mistakes,reject,explicitly rejected; strict correction validation failed; safety policy failed,False,False,True,True,0.0,0.0,False,False,False,medium,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback. API output failed grounding validation; raw text was retained.,term_rescue:term_010,False,"[""DER""]",[],"[""DER""]","[""DER""]",[],[],True,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_011__no_retrieval__0071,term_rescue,term_011,no_retrieval,each temporal anger keeps a timestamp,each temporal anger keeps a timestamp,each temporal anchor keeps a timestamp,needs_review,supported target remains unresolved,True,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.,term_rescue:term_011,False,[],[],"[""temporal anchor""]",[],[],"[""temporal anchor""]",False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_011__exact_glossary__0072,term_rescue,term_011,exact_glossary,each temporal anger keeps a timestamp,each temporal anger keeps a timestamp,each temporal anchor keeps a timestamp,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.,term_rescue:term_011,False,"[""temporal anchor""]",[],"[""temporal anchor""]","[""temporal anchor""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_011__fuzzy__0073,term_rescue,term_011,fuzzy,each temporal anger keeps a timestamp,each temporal anger keeps a timestamp,each temporal anchor keeps a timestamp,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.,term_rescue:term_011,False,"[""temporal anchor""]",[],"[""temporal anchor""]","[""temporal anchor""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_011__phonetic_like__0074,term_rescue,term_011,phonetic_like,each temporal anger keeps a timestamp,each temporal anger keeps a timestamp,each temporal anchor keeps a timestamp,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.,term_rescue:term_011,False,"[""temporal anchor""]",[],"[""temporal anchor""]","[""temporal anchor""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_011__fused__0075,term_rescue,term_011,fused,each temporal anger keeps a timestamp,each temporal anger keeps a timestamp,each temporal anchor keeps a timestamp,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.,term_rescue:term_011,False,"[""temporal anchor""]",[],"[""temporal anchor""]","[""temporal anchor""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_011__fused_plus_rule_correction__0076,term_rescue,term_011,fused_plus_rule_correction,each temporal anger keeps a timestamp,each temporal anchor keeps a timestamp,each temporal anchor keeps a timestamp,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_011,False,"[""temporal anchor""]","[""temporal anger -> temporal anchor""]","[""temporal anchor""]","[""temporal anchor""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.166667,0.0,0.166667,1.0,0.1666666666666666,0.0789473684210526,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1019736842105263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_011__fused_plus_llm_correction__0077,term_rescue,term_011,fused_plus_llm_correction,each temporal anger keeps a timestamp,each temporal anchor keeps a timestamp,each temporal anchor keeps a timestamp,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.,term_rescue:term_011,False,"[""temporal anchor""]","[""temporal anger -> temporal anchor""]","[""temporal anchor""]","[""temporal anchor""]",[],[],True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.166667,0.0,0.166667,1.0,0.1666666666666666,0.0789473684210526,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1019736842105263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_012__no_retrieval__0078,term_rescue,term_012,no_retrieval,we use overlap aware correction for cross talk,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,needs_review,supported target remains unresolved,True,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.,term_rescue:term_012,False,[],[],"[""overlap-aware correction""]",[],[],"[""overlap-aware correction""]",False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_012__exact_glossary__0079,term_rescue,term_012,exact_glossary,we use overlap aware correction for cross talk,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.,term_rescue:term_012,False,"[""overlap-aware correction""]",[],"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_012__fuzzy__0080,term_rescue,term_012,fuzzy,we use overlap aware correction for cross talk,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.,term_rescue:term_012,False,"[""overlap-aware correction""]",[],"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_012__phonetic_like__0081,term_rescue,term_012,phonetic_like,we use overlap aware correction for cross talk,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.,term_rescue:term_012,False,"[""overlap-aware correction""]",[],"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_012__fused__0082,term_rescue,term_012,fused,we use overlap aware correction for cross talk,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.,term_rescue:term_012,False,"[""overlap-aware correction""]",[],"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_012__fused_plus_rule_correction__0083,term_rescue,term_012,fused_plus_rule_correction,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,we use overlap-aware correction for cross talk,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_012,False,"[""overlap-aware correction""]","[""overlap aware correction -> overlap-aware correction""]","[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.0,0.285714,2.0,0.25,0.0217391304347826,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1101086956521739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_012__fused_plus_llm_correction__0084,term_rescue,term_012,fused_plus_llm_correction,we use overlap aware correction for cross talk,We use overlap-aware correction for cross talk.,we use overlap-aware correction for cross talk,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.,term_rescue:term_012,False,"[""overlap-aware correction""]","[""overlap aware correction -> overlap-aware correction""]","[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.0,0.285714,2.0,0.25,0.0638297872340425,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1151595744680851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_013__no_retrieval__0085,term_rescue,term_013,no_retrieval,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,needs_review,supported target remains unresolved,True,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.,term_rescue:term_013,False,[],[],"[""faster-whisper""]",[],[],"[""faster-whisper""]",False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_013__exact_glossary__0086,term_rescue,term_013,exact_glossary,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]",[],"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_013__fuzzy__0087,term_rescue,term_013,fuzzy,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]",[],"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_013__phonetic_like__0088,term_rescue,term_013,phonetic_like,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]",[],"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_013__fused__0089,term_rescue,term_013,fused,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]",[],"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_013__fused_plus_rule_correction__0090,term_rescue,term_013,fused_plus_rule_correction,faster whisper runs the ASR model on CPU,faster-Whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]","[""faster whisper -> faster-whisper""]","[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.0,0.285714,2.0,0.25,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_013__fused_plus_llm_correction__0091,term_rescue,term_013,fused_plus_llm_correction,faster whisper runs the ASR model on CPU,Faster-Whisper runs the ASR model on CPU.,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]","[""faster whisper -> faster-whisper""]","[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],True,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.0,0.285714,2.0,0.25,0.0975609756097561,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1192073170731707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_014__no_retrieval__0092,term_rescue,term_014,no_retrieval,the whisper model produces word timestamps,the whisper model produces word timestamps,the Whisper model produces word timestamps,needs_review,supported target remains unresolved,True,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.,term_rescue:term_014,False,[],[],"[""Whisper""]",[],[],"[""Whisper""]",False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_014__exact_glossary__0093,term_rescue,term_014,exact_glossary,the whisper model produces word timestamps,the whisper model produces word timestamps,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.,term_rescue:term_014,False,"[""Whisper""]",[],"[""Whisper""]","[""Whisper""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_014__fuzzy__0094,term_rescue,term_014,fuzzy,the whisper model produces word timestamps,the whisper model produces word timestamps,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.,term_rescue:term_014,False,"[""Whisper""]",[],"[""Whisper""]","[""Whisper""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_014__phonetic_like__0095,term_rescue,term_014,phonetic_like,the whisper model produces word timestamps,the whisper model produces word timestamps,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.,term_rescue:term_014,False,"[""Whisper""]",[],"[""Whisper""]","[""Whisper""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_014__fused__0096,term_rescue,term_014,fused,the whisper model produces word timestamps,the whisper model produces word timestamps,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.,term_rescue:term_014,False,"[""Whisper""]",[],"[""Whisper""]","[""Whisper""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_014__fused_plus_rule_correction__0097,term_rescue,term_014,fused_plus_rule_correction,the whisper model produces word timestamps,the Whisper model produces word timestamps,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_014,False,"[""Whisper""]","[""whisper -> Whisper""]","[""Whisper""]","[""Whisper""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0238095238095238,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0653571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_014__fused_plus_llm_correction__0098,term_rescue,term_014,fused_plus_llm_correction,the whisper model produces word timestamps,The Whisper model produces word timestamps.,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.,term_rescue:term_014,False,"[""Whisper""]","[""whisper -> Whisper""]","[""Whisper""]","[""Whisper""]",[],[],True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0697674418604651,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0708720930232558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_015__no_retrieval__0099,term_rescue,term_015,no_retrieval,c translate two provides quantized inference,c translate two provides quantized inference,CTranslate2 provides quantized inference,needs_review,supported target remains unresolved,True,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.,term_rescue:term_015,False,[],[],"[""CTranslate2""]",[],[],"[""CTranslate2""]",False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_015__exact_glossary__0100,term_rescue,term_015,exact_glossary,c translate two provides quantized inference,c translate two provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.,term_rescue:term_015,False,"[""CTranslate2""]",[],"[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_015__fuzzy__0101,term_rescue,term_015,fuzzy,c translate two provides quantized inference,c translate two provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.,term_rescue:term_015,False,"[""CTranslate2""]",[],"[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_015__phonetic_like__0102,term_rescue,term_015,phonetic_like,c translate two provides quantized inference,c translate two provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.,term_rescue:term_015,False,"[""CTranslate2""]",[],"[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_015__fused__0103,term_rescue,term_015,fused,c translate two provides quantized inference,c translate two provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.,term_rescue:term_015,False,"[""CTranslate2""]",[],"[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
term_rescue__term_015__fused_plus_rule_correction__0104,term_rescue,term_015,fused_plus_rule_correction,c translate two provides quantized inference,CTranslate2 provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_015,False,"[""CTranslate2""]","[""c translate two -> CTranslate2""]","[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.0,0.75,3.0,0.5,0.1590909090909091,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.171590909090909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
