proposal_id,source,category,language,raw_asr_text,proposed_corrected_text,reference_text,context,retrieved_terms,overlap_flag,heavy_overlap_flag,speaker_ambiguity_flag,partial_utterance_flag,error_before,error_after,error_delta,binary_label,label_source,label_rule,needs_human_check,notes,case_group
heldout::0089,heldout_controlled,technical_term_recovery,en,dm asr,DM-ASR,DM-ASR,Test context for technical_term_recovery,[],False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 89; independent from R1 templates.,heldout_group_5
heldout::0090,heldout_controlled,technical_term_recovery,en,dm asr for diarization,DM-ASR for diarization,DM-ASR for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 90; independent from R1 templates.,heldout_group_5
heldout::0091,heldout_controlled,technical_term_recovery,en,We use dm asr,We use DM-ASR,We use DM-ASR,Test context for technical_term_recovery,[],False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 91; independent from R1 templates.,heldout_group_5
heldout::0092,heldout_controlled,technical_term_recovery,en,We use dm asr for diarization,We use DM-ASR for diarization,We use DM-ASR for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 92; independent from R1 templates.,heldout_group_5
heldout::0093,heldout_controlled,ordinary_word_negative_control,en,put the router on the rack,put the router on the RAG,put the router on the rack,Test context for ordinary_word_negative_control,"[""RAG""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 93; independent from R1 templates.,heldout_group_5
heldout::0094,heldout_controlled,ordinary_word_negative_control,en,where is the microphone,WER is the microphone,where is the microphone,Test context for ordinary_word_negative_control,"[""WER""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 94; independent from R1 templates.,heldout_group_5
heldout::0095,heldout_controlled,ordinary_word_negative_control,en,dear team please review,DER team please review,dear team please review,Test context for ordinary_word_negative_control,"[""DER""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 95; independent from R1 templates.,heldout_group_5
heldout::0096,heldout_controlled,ordinary_word_negative_control,en,play piano note for me,play pyannote for me,play piano note for me,Test context for ordinary_word_negative_control,"[""pyannote"", ""pyannote.audio""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 96; independent from R1 templates.,heldout_group_5
heldout::0097,heldout_controlled,ordinary_word_negative_control,en,the diary is on my desk,the diarization is on my desk,the diary is on my desk,Test context for ordinary_word_negative_control,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 97; independent from R1 templates.,heldout_group_5
heldout::0098,heldout_controlled,ordinary_word_negative_control,en,write tag speech in HTML,write TagSpeech in HTML,write tag speech in HTML,Test context for ordinary_word_negative_control,[],False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 98; independent from R1 templates.,heldout_group_5
heldout::0099,heldout_controlled,ordinary_word_negative_control,en,the rack is in the server room,the RAG is in the server room,the rack is in the server room,Test context for ordinary_word_negative_control,"[""RAG""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 99; independent from R1 templates.,heldout_group_5
heldout::0100,heldout_controlled,ordinary_word_negative_control,en,where did you put the file,WER did you put the file,where did you put the file,Test context for ordinary_word_negative_control,"[""WER""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 100; independent from R1 templates.,heldout_group_5
heldout::0101,heldout_controlled,ordinary_word_negative_control,en,dear sir or madam,DER sir or madam,dear sir or madam,Test context for ordinary_word_negative_control,"[""DER""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 101; independent from R1 templates.,heldout_group_6
heldout::0102,heldout_controlled,ordinary_word_negative_control,en,the piano note was beautiful,the pyannote was beautiful,the piano note was beautiful,Test context for ordinary_word_negative_control,"[""pyannote"", ""pyannote.audio""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 102; independent from R1 templates.,heldout_group_6
heldout::0103,heldout_controlled,ordinary_word_negative_control,en,I keep a daily diary,I keep a daily diarization,I keep a daily diary,Test context for ordinary_word_negative_control,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 103; independent from R1 templates.,heldout_group_6
heldout::0104,heldout_controlled,ordinary_word_negative_control,en,please tag speech in the document,please TagSpeech in the document,please tag speech in the document,Test context for ordinary_word_negative_control,[],False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 104; independent from R1 templates.,heldout_group_6
heldout::0105,heldout_controlled,single_speaker_safety,en,we use pyannote for diarization,we use pyannote for diarization,we use pyannote for diarization,Test context for single_speaker_safety,"[""pyannote"", ""pyannote.audio""]",False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 105; independent from R1 templates.,heldout_group_6
heldout::0106,heldout_controlled,single_speaker_safety,en,WER is 0.2 after correction,WER is 0.2 after correction,WER is 0.2 after correction,Test context for single_speaker_safety,"[""WER""]",False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 106; independent from R1 templates.,heldout_group_6
heldout::0107,heldout_controlled,single_speaker_safety,en,DER improved by 5 percent,DER improved by 5 percent,DER improved by 5 percent,Test context for single_speaker_safety,"[""DER""]",False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 107; independent from R1 templates.,heldout_group_6
heldout::0108,heldout_controlled,single_speaker_safety,en,faster-whisper runs on CPU,faster-whisper runs on CPU,faster-whisper runs on CPU,Test context for single_speaker_safety,[],False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 108; independent from R1 templates.,heldout_group_6
heldout::0109,heldout_controlled,single_speaker_safety,en,CTranslate2 enables fast inference,CTranslate2 enables fast inference,CTranslate2 enables fast inference,Test context for single_speaker_safety,[],False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 109; independent from R1 templates.,heldout_group_6
heldout::0110,heldout_controlled,single_speaker_safety,en,Qwen is a good LLM,Qwen is a good LLM,Qwen is a good LLM,Test context for single_speaker_safety,[],False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 110; independent from R1 templates.,heldout_group_6
heldout::0111,heldout_controlled,single_speaker_safety,en,TagSpeech provides temporal labels,TagSpeech provides temporal labels,TagSpeech provides temporal labels,Test context for single_speaker_safety,[],False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 111; independent from R1 templates.,heldout_group_6
heldout::0112,heldout_controlled,single_speaker_safety,en,DM-ASR conditions on speaker,DM-ASR conditions on speaker,DM-ASR conditions on speaker,Test context for single_speaker_safety,[],False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 112; independent from R1 templates.,heldout_group_6
heldout::0113,heldout_controlled,overlap_correction,en,speaker A says piano note while B agrees,speaker A says pyannote,speaker A says pyannote,Test context for overlap_correction,"[""pyannote"", ""pyannote.audio""]",True,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 113; independent from R1 templates.,heldout_group_6
heldout::0114,heldout_controlled,overlap_correction,en,A: diary station B: yes,A: diarization,A: diarization,Test context for overlap_correction,"[""diarization"", ""speaker diarization""]",True,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 114; independent from R1 templates.,heldout_group_6
heldout::0115,heldout_controlled,overlap_correction,en,A: where metric B: okay,A: WER metric,A: WER metric,Test context for overlap_correction,"[""WER""]",True,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 115; independent from R1 templates.,heldout_group_6
heldout::0116,heldout_controlled,overlap_correction,en,A: rack glossary B: correct,A: RAG glossary,A: RAG glossary,Test context for overlap_correction,"[""RAG""]",True,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 116; independent from R1 templates.,heldout_group_6
heldout::0117,heldout_controlled,overlap_correction,en,A: temporal anger B: anchor,A: temporal anchor,A: temporal anchor,Test context for overlap_correction,"[""temporal anchor""]",True,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 117; independent from R1 templates.,heldout_group_6
heldout::0118,heldout_controlled,overlap_correction,en,A: dear score B: 0.05,A: DER score,A: DER score,Test context for overlap_correction,"[""DER""]",True,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 118; independent from R1 templates.,heldout_group_6
heldout::0119,heldout_controlled,overlap_correction,en,A: faster whisper B: yes,A: faster-whisper,A: faster-whisper,Test context for overlap_correction,[],True,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 119; independent from R1 templates.,heldout_group_6
heldout::0120,heldout_controlled,overlap_correction,en,A: c translate two B: okay,A: CTranslate2,A: CTranslate2,Test context for overlap_correction,[],True,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 120; independent from R1 templates.,heldout_group_6
heldout::0121,heldout_controlled,overlap_correction,en,A: piano... B: no...,pyannote is better,A: piano... B: no...,Test context for overlap_correction,"[""pyannote"", ""pyannote.audio""]",True,True,False,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 121; independent from R1 templates.,heldout_group_7
heldout::0122,heldout_controlled,overlap_correction,en,A: diary... B: station...,diarization works well,A: diary... B: station...,Test context for overlap_correction,"[""diarization"", ""speaker diarization""]",True,True,False,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 122; independent from R1 templates.,heldout_group_7
heldout::0123,heldout_controlled,overlap_correction,en,A: where... B: I think...,WER improved,A: where... B: I think...,Test context for overlap_correction,"[""WER""]",True,True,False,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 123; independent from R1 templates.,heldout_group_7
heldout::0124,heldout_controlled,overlap_correction,en,A: rack... B: retrieval...,RAG solved it,A: rack... B: retrieval...,Test context for overlap_correction,"[""RAG""]",True,True,False,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 124; independent from R1 templates.,heldout_group_7
heldout::0125,heldout_controlled,speaker_attribution_risk,en,[unclear speaker]: we use piano note,we use pyannote,pyannote,Test context for speaker_attribution_risk,"[""pyannote"", ""pyannote.audio""]",False,False,True,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 125; independent from R1 templates.,heldout_group_7
heldout::0126,heldout_controlled,speaker_attribution_risk,en,[overlap] A or B: diary station,diarization is correct,diarization,Test context for speaker_attribution_risk,"[""diarization"", ""speaker diarization""]",False,False,True,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 126; independent from R1 templates.,heldout_group_7
heldout::0127,heldout_controlled,speaker_attribution_risk,en,[unknown]: where is the metric,WER is the metric,WER,Test context for speaker_attribution_risk,"[""WER""]",False,False,True,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 127; independent from R1 templates.,heldout_group_7
heldout::0128,heldout_controlled,speaker_attribution_risk,en,[speaker ?]: rack glossary,RAG glossary,RAG,Test context for speaker_attribution_risk,"[""RAG""]",False,False,True,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 128; independent from R1 templates.,heldout_group_7
heldout::0129,heldout_controlled,speaker_attribution_risk,en,A or B said temporal anger,temporal anchor,temporal anchor,Test context for speaker_attribution_risk,"[""temporal anchor""]",False,False,True,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 129; independent from R1 templates.,heldout_group_7
heldout::0130,heldout_controlled,partial_utterance,en,we should compare WER with...,we should compare WER with baseline,we should compare WER with...,Test context for partial_utterance,"[""WER""]",False,False,False,True,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 130; independent from R1 templates.,heldout_group_7
heldout::0131,heldout_controlled,partial_utterance,en,the result is...,the result is significant,the result is...,Test context for partial_utterance,[],False,False,False,True,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 131; independent from R1 templates.,heldout_group_7
heldout::0132,heldout_controlled,partial_utterance,en,use pyannote for...,use pyannote for all diarization,use pyannote for...,Test context for partial_utterance,"[""pyannote"", ""pyannote.audio""]",False,False,False,True,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 132; independent from R1 templates.,heldout_group_7
heldout::0133,heldout_controlled,partial_utterance,en,the rack...,the RAG glossary,the rack...,Test context for partial_utterance,"[""RAG""]",False,False,False,True,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 133; independent from R1 templates.,heldout_group_7
heldout::0134,heldout_controlled,partial_utterance,en,where metric...,WER metric,where metric...,Test context for partial_utterance,"[""WER""]",False,False,False,True,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 134; independent from R1 templates.,heldout_group_7
heldout::0135,heldout_controlled,partial_utterance,en,dear score...,DER score,dear score...,Test context for partial_utterance,"[""DER""]",False,False,False,True,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 135; independent from R1 templates.,heldout_group_7
heldout::0136,heldout_controlled,fluent_hallucination,en,we evaluate where,we evaluate WER and prove 50% improvement,we evaluate WER,Test context for fluent_hallucination,"[""WER""]",False,False,False,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 136; independent from R1 templates.,heldout_group_7
heldout::0137,heldout_controlled,fluent_hallucination,en,rack retrieves terms,RAG retrieves terms and guarantees zero errors,RAG retrieves terms,Test context for fluent_hallucination,"[""RAG""]",False,False,False,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 137; independent from R1 templates.,heldout_group_7
heldout::0138,heldout_controlled,fluent_hallucination,en,tag speech provides labels,TagSpeech outperforms all prior systems,TagSpeech provides labels,Test context for fluent_hallucination,[],False,False,False,False,0.3,0.3,0.0,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 138; independent from R1 templates.,heldout_group_7
heldout::0139,heldout_controlled,fluent_hallucination,en,pyannote works well,pyannote achieves state-of-the-art results,pyannote works well,Test context for fluent_hallucination,"[""pyannote"", ""pyannote.audio""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,True,Heldout test case 139; independent from R1 templates.,heldout_group_7
heldout::0140,heldout_controlled,no_change_case,en,the meeting starts at nine,the meeting starts at nine,the meeting starts at nine,Test context for no_change_case,[],False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 140; independent from R1 templates.,heldout_group_7
heldout::0141,heldout_controlled,no_change_case,en,put the laptop on the table,put the laptop on the table,put the laptop on the table,Test context for no_change_case,[],False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 141; independent from R1 templates.,heldout_group_8
heldout::0142,heldout_controlled,no_change_case,en,where should we meet,where should we meet,where should we meet,Test context for no_change_case,"[""WER""]",False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 142; independent from R1 templates.,heldout_group_8
heldout::0143,heldout_controlled,no_change_case,en,bonjour dear colleague,bonjour dear colleague,bonjour dear colleague,Test context for no_change_case,"[""DER""]",False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 143; independent from R1 templates.,heldout_group_8
heldout::0144,heldout_controlled,no_change_case,en,the audio is clear,the audio is clear,the audio is clear,Test context for no_change_case,[],False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 144; independent from R1 templates.,heldout_group_8
heldout::0145,heldout_controlled,no_change_case,en,let's start the meeting,let's start the meeting,let's start the meeting,Test context for no_change_case,[],False,False,False,False,0.0,0.0,0.0,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 145; independent from R1 templates.,heldout_group_8
heldout::0146,heldout_controlled,technical_term_recovery,zh-CN,wo men yong piano note,wo men yong pyannote,wo men yong pyannote,Test context for technical_term_recovery,"[""pyannote"", ""pyannote.audio""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 146; independent from R1 templates.,heldout_group_8
heldout::0147,heldout_controlled,technical_term_recovery,zh-CN,shuo hua ren ri ji zhan,shuo hua ren diarization,shuo hua ren diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 147; independent from R1 templates.,heldout_group_8
heldout::0148,heldout_controlled,technical_term_recovery,fr,on utilise piano note,on utilise pyannote,on utilise pyannote,Test context for technical_term_recovery,"[""pyannote"", ""pyannote.audio""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 148; independent from R1 templates.,heldout_group_8
heldout::0149,heldout_controlled,technical_term_recovery,fr,le rack glossary est utile,le RAG glossary est utile,le RAG glossary est utile,Test context for technical_term_recovery,"[""RAG""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 149; independent from R1 templates.,heldout_group_8
heldout::0150,heldout_controlled,technical_term_recovery,zh-CN,请把路由器放在 rack 上,请把路由器放在 RAG 上,请把路由器放在 rack 上,Test context for technical_term_recovery,"[""RAG""]",False,False,False,False,0.0,0.3,-0.3,do_not_apply,controlled_reference,error_after + 0.010 >= error_before,False,Heldout test case 150; independent from R1 templates.,heldout_group_8
heldout::0151,heldout_controlled,technical_term_recovery,zh-CN,我们的 where 很高,我们的 WER 很高,我们的 WER 很高,Test context for technical_term_recovery,"[""WER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 151; independent from R1 templates.,heldout_group_8
heldout::0152,heldout_controlled,technical_term_recovery,fr,le score dear est bas,le score DER est bas,le score DER est bas,Test context for technical_term_recovery,"[""DER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 152; independent from R1 templates.,heldout_group_8
heldout::0153,heldout_controlled,technical_term_recovery,fr,utiliser piano note,utiliser pyannote,utiliser pyannote,Test context for technical_term_recovery,"[""pyannote"", ""pyannote.audio""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 153; independent from R1 templates.,heldout_group_8
